Timestamp,Account,Side,Item,Quantity,Paid/Received,Tax,Price ea.,Part of Flip
2025-10-13T20:27:54Z,Big Timby,SELL,Oathplate legs,1,92112470,1842250,92112470,YES
2025-10-13T20:27:54Z,Big Timby,SELL,Dragon dart tip,1600,2286400,46400,1429,NO
2025-10-13T19:25:48Z,Big Timby,SELL,Rune javelin tips,2214,1100358,22140,492,NO
2025-10-13T19:25:44Z,Big Timby,SELL,Adamantite ore,2148,1561796,32220,701,NO
2025-10-13T19:25:39Z,Big Timby,SELL,Raw karambwan,2652,967980,21216,364,NO
2025-10-13T19:25:31Z,Big Timby,SELL,Raw shark,1800,856800,18000,453,NO
2025-10-13T19:25:27Z,Big Timby,SELL,Coal,8840,1678771,35360,175,NO
2025-10-13T19:25:21Z,Big Timby,SELL,Uncut ruby,977,1278893,26379,1289,NO
2025-10-13T19:25:17Z,Big Timby,SELL,Emerald,342,124488,2736,356,NO
2025-10-13T19:25:13Z,Big Timby,SELL,Dragon javelin tips,2088,1751832,35496,815,NO
2025-10-13T19:25:08Z,Big Timby,SELL,Battlestaff,120,996000,19920,7843,YES
2025-10-13T19:22:24Z,Big Timby,SELL,Uncut diamond,1385,3588535,72020,2591,NO
2025-10-13T19:16:36Z,Big Timby,SELL,Elder maul,1,110458396,2209168,110458396,NO
2025-10-13T19:16:11Z,Big Timby,SELL,Ultor ring,1,115848154,2316964,115848154,NO
2025-10-13T19:15:21Z,Big Timby,SELL,Twisted buckler,1,16168245,323365,16168245,NO
2025-10-13T19:09:59Z,Big Timby,SELL,Soulreaper axe,1,239610912,4792219,239610912,NO
2025-10-13T19:07:58Z,Big Timby,SELL,Demon tear,6797,1420573,33985,209,YES
2025-10-13T19:07:39Z,Big Timby,SELL,Demon tear,1000,209000,5000,209,YES
2025-10-13T19:07:14Z,Big Timby,SELL,Demon tear,8000,1672000,40000,209,YES
2025-10-13T19:05:52Z,Big Timby,SELL,Eye of ayak (uncharged),1,62301903,1246039,62301903,NO
2025-10-13T18:49:39Z,Big Timby,BUY,Chromium ingot,2,108000,0,60871,NO
2025-10-13T18:45:24Z,Big Timby,BUY,Berserker ring,1,4535757,0,4749238,YES
2025-10-13T15:36:08Z,Big Timby,BUY,Echo virtus ornament kit,3,3281565,0,1093855,YES
2025-10-13T15:36:08Z,Big Timby,BUY,Occult ornament kit,1,3778778,0,3778778,YES
2025-10-13T15:36:08Z,Big Timby,BUY,Teleport to house,1000,455000,0,455,YES
2025-10-13T00:41:20Z,Big Timby,BUY,Occult ornament kit,1,3778778,0,3778778,YES
2025-10-12T20:06:13Z,Big Timby,BUY,Echo virtus ornament kit,1,1093855,0,1093855,YES
2025-10-12T19:55:35Z,Big Timby,BUY,Echo virtus ornament kit,2,2187710,0,1093855,YES
2025-10-12T13:16:02Z,Big Timby,BUY,Trouver parchment,1,836836,0,842961,YES
2025-10-12T11:10:50Z,Big Timby,SELL,Onyx bolts (e),120,1041600,20880,8680,NO
2025-10-12T03:39:15Z,Big Timby,BUY,Prayer regeneration potion(4),50,2626500,0,52530,YES
2025-10-11T14:54:06Z,Big Timby,BUY,Echo crystal,1,1742818,0,1914440,YES
2025-10-11T12:28:58Z,Big Timby,BUY,Oak plank,1050,383250,0,365,YES
2025-10-11T12:28:46Z,Big Timby,BUY,Oak plank,276,100740,0,365,YES
2025-10-11T12:28:02Z,Big Timby,BUY,Oak plank,3833,1399045,0,365,YES
2025-10-11T12:27:36Z,Big Timby,BUY,Oak plank,660,240900,0,365,YES
2025-10-11T12:26:39Z,Big Timby,BUY,Oak plank,1283,468295,0,365,YES
2025-10-11T12:25:03Z,Big Timby,BUY,Oak plank,440,160600,0,365,YES
2025-10-11T12:23:57Z,Big Timby,BUY,Oak plank,5000,1825000,0,365,YES
2025-10-11T12:23:28Z,Big Timby,BUY,Oak plank,400,146000,0,365,YES
2025-10-11T12:22:38Z,Big Timby,BUY,Oak plank,58,21170,0,365,YES
2025-10-11T12:19:56Z,Big Timby,BUY,Oak plank,26000,9490000,0,365,YES
2025-10-11T01:06:22Z,Big Timby,BUY,Oak plank,101,36865,0,365,YES
2025-10-11T01:04:07Z,Big Timby,BUY,Oak plank,440,160600,0,365,YES
2025-10-11T00:56:35Z,Big Timby,BUY,Oak plank,7,2555,0,365,YES
2025-10-11T00:53:28Z,Big Timby,BUY,Oak plank,220,80300,0,365,YES
2025-10-11T00:51:47Z,Big Timby,BUY,Oak plank,100,36500,0,365,YES
2025-10-11T00:49:37Z,Big Timby,BUY,Oak plank,16,5840,0,365,YES
2025-10-11T00:44:10Z,Big Timby,BUY,Oak plank,162,59130,0,365,YES
2025-10-11T00:27:17Z,Big Timby,BUY,Oak plank,9720,3547800,0,365,YES
2025-10-11T00:18:04Z,Big Timby,BUY,Oak plank,57,20805,0,365,YES
2025-10-11T00:16:23Z,Big Timby,BUY,Oak plank,948,346020,0,365,YES
2025-10-11T00:14:50Z,Big Timby,BUY,Oak plank,10,3650,0,365,YES
2025-10-11T00:13:37Z,Big Timby,BUY,Oak plank,439,160235,0,365,YES
2025-10-11T00:12:35Z,Big Timby,BUY,Oak plank,780,284700,0,365,YES
2025-10-10T20:31:06Z,Big Timby,SELL,Awakener's orb,6,2447832,48960,407972,NO
2025-10-10T20:31:06Z,Big Timby,SELL,Rune javelin tips,1134,601020,12474,530,NO
2025-10-10T20:31:06Z,Big Timby,SELL,Dragon dart tip,600,945600,19200,1576,NO
2025-10-10T20:31:06Z,Big Timby,SELL,Coal,5460,1048320,21840,192,NO
2025-10-10T20:31:06Z,Big Timby,SELL,Runite ore,270,2775330,55620,10279,NO
2025-10-10T20:31:06Z,Big Timby,SELL,Adamantite ore,1499,1152731,23984,769,NO
2025-10-10T14:16:56Z,Big Timby,SELL,Dragon dart tip,600,945600,19200,1576,NO
2025-10-10T14:15:48Z,Big Timby,SELL,Awakener's orb,6,2447832,48960,407972,NO
2025-10-10T14:08:58Z,Big Timby,SELL,Adamantite ore,1499,1152731,23984,769,NO
2025-10-10T14:07:14Z,Big Timby,SELL,Runite ore,270,2775330,55620,10279,NO
2025-10-10T14:04:26Z,Big Timby,SELL,Coal,4382,841344,17528,192,NO
2025-10-10T14:02:58Z,Big Timby,SELL,Rune javelin tips,579,306870,6369,530,NO
2025-10-10T14:02:48Z,Big Timby,SELL,Rune javelin tips,555,294150,6105,530,NO
2025-10-10T14:02:34Z,Big Timby,SELL,Coal,1078,206976,4312,192,NO
2025-10-10T14:00:41Z,Big Timby,SELL,Dragon javelin tips,900,769500,16200,675,NO
2025-10-10T14:00:08Z,Big Timby,SELL,Uncut diamond,496,1288112,25792,2078,NO
2025-10-10T14:00:05Z,Big Timby,SELL,Uncut ruby,247,376675,7657,1232,NO
2025-10-10T14:00:00Z,Big Timby,SELL,Mithril ore,380,51300,1140,105,NO
2025-10-10T13:59:56Z,Big Timby,SELL,Mithril bar,156,143832,2964,704,YES
2025-10-10T13:59:51Z,Big Timby,SELL,Mithril javelin,441,3969,441,8,NO
2025-10-10T13:59:42Z,Big Timby,SELL,Ruby,67,54940,1139,660,NO
2025-10-10T13:59:29Z,Big Timby,SELL,Battlestaff,240,2004000,40080,6702,YES
2025-10-10T13:59:26Z,Big Timby,SELL,Silver bar,77,7161,154,76,NO
2025-10-10T13:59:23Z,Big Timby,SELL,Uncut red topaz,10,35170,710,2787,NO
2025-10-10T13:59:18Z,Big Timby,SELL,Bronze javelin,420,9240,420,17,NO
2025-10-10T13:59:14Z,Big Timby,SELL,Sapphire,109,22461,545,171,NO
2025-10-10T13:59:05Z,Big Timby,SELL,Dragon scimitar,2,118404,2370,47510,NO
2025-10-10T13:46:30Z,Big Timby,BUY,Oak plank,26253,9713610,0,370,YES
2025-10-09T17:57:55Z,Big Timby,BUY,Cooked moonlight antelope,61,138348,0,2268,NO
2025-10-09T17:43:53Z,Big Timby,BUY,Cooked moonlight antelope,102,231336,0,2268,NO
2025-10-09T17:36:46Z,Big Timby,BUY,Cooked moonlight antelope,1,2268,0,2268,NO
2025-10-09T17:34:10Z,Big Timby,BUY,Cooked moonlight antelope,6,13608,0,2268,NO
2025-10-09T17:27:33Z,Big Timby,BUY,Cooked moonlight antelope,5,11340,0,2268,NO
2025-10-09T17:25:56Z,Big Timby,BUY,Cooked moonlight antelope,2,4536,0,2268,NO
2025-10-09T17:20:02Z,Big Timby,BUY,Cooked moonlight antelope,6,13608,0,2268,NO
2025-10-09T17:16:10Z,Big Timby,BUY,Cooked moonlight antelope,500,1134000,0,2268,NO
2025-10-09T17:15:48Z,Big Timby,BUY,Cooked moonlight antelope,51,115668,0,2268,NO
2025-10-09T17:08:38Z,Big Timby,BUY,Cooked moonlight antelope,68,154224,0,2268,NO
2025-10-09T17:07:55Z,Big Timby,BUY,Cooked moonlight antelope,171,387828,0,2268,NO
2025-10-09T16:30:20Z,Big Timby,BUY,Cooked moonlight antelope,24,54432,0,2268,NO
2025-10-09T16:23:27Z,Big Timby,BUY,Cooked moonlight antelope,3,6804,0,2268,NO
2025-10-08T15:44:01Z,Big Timby,BUY,Echo crystal,1,1533333,0,1570899,YES
2025-10-08T12:40:09Z,Big Timby,SELL,Rune javelin tips,110,58300,1210,530,NO
2025-10-08T12:40:09Z,Big Timby,SELL,Runite ore,130,1338610,26780,10297,NO
2025-10-07T17:41:33Z,Big Timby,SELL,Raw shark,1526,860664,18312,564,NO
2025-10-07T17:41:25Z,Big Timby,SELL,Raw shark,274,154536,3288,564,NO
2025-10-07T14:16:33Z,Big Timby,SELL,Rune javelin tips,333,176490,3663,530,NO
2025-10-07T14:15:38Z,Big Timby,SELL,Rune javelin tips,555,294150,6105,530,NO
2025-10-07T14:14:48Z,Big Timby,SELL,Rune javelin tips,1468,778040,16148,530,NO
2025-10-07T13:54:07Z,Big Timby,SELL,Dragon dart tip,235,374120,7520,1592,NO
2025-10-07T13:49:04Z,Big Timby,SELL,Onyx bolts (e),180,1564920,31320,8694,NO
2025-10-07T13:43:46Z,Big Timby,SELL,Raw karambwan,1933,757736,15464,392,NO
2025-10-07T13:41:33Z,Big Timby,SELL,Dragon dart tip,1000,1592000,32000,1592,NO
2025-10-07T13:41:22Z,Big Timby,SELL,Dragon javelin tips,73,64167,1314,879,NO
2025-10-07T13:41:19Z,Big Timby,SELL,Dragon javelin tips,1000,879000,18000,879,NO
2025-10-07T13:40:57Z,Big Timby,SELL,Dragon javelin tips,333,292707,5994,879,NO
2025-10-07T13:40:37Z,Big Timby,SELL,Dragon javelin tips,268,235572,4824,879,NO
2025-10-07T13:40:35Z,Big Timby,SELL,Battlestaff,240,2009520,40320,8373,YES
2025-10-07T13:40:22Z,Big Timby,SELL,Adamantite ore,738,540216,11070,712,NO
2025-10-07T13:40:16Z,Big Timby,SELL,Uncut ruby,235,423000,8460,1104,NO
2025-10-07T13:40:09Z,Big Timby,SELL,Uncut diamond,272,700128,14144,2080,NO
2025-10-07T13:40:05Z,Big Timby,SELL,Onyx bolt tips,11,89210,1793,6503,NO
2025-10-07T13:40:01Z,Big Timby,SELL,Adamantite bar,167,306612,6179,1467,NO
2025-10-07T13:39:56Z,Big Timby,SELL,Ruby,51,40137,816,647,NO
2025-10-07T13:39:52Z,Big Timby,SELL,Emerald,92,33856,736,361,NO
2025-10-07T13:39:49Z,Big Timby,SELL,Runite bar,5,61005,1225,9772,NO
2025-10-07T13:39:44Z,Big Timby,SELL,Rune platelegs,2,75600,1512,28728,NO
2025-10-06T16:25:22Z,Big Timby,SELL,Raw karambwan,1562,606056,12496,388,NO
2025-10-06T16:25:09Z,Big Timby,SELL,Raw karambwan,142,55096,1136,388,NO
2025-10-06T16:24:13Z,Big Timby,SELL,Raw karambwan,83,32204,664,388,NO
2025-10-06T16:24:03Z,Big Timby,SELL,Raw karambwan,1,388,8,388,NO
2025-10-06T16:23:47Z,Big Timby,SELL,Raw karambwan,10,3880,80,388,NO
2025-10-06T16:23:03Z,Big Timby,SELL,Raw karambwan,1000,388000,8000,388,NO
2025-10-06T16:22:16Z,Big Timby,SELL,Raw karambwan,2,776,16,388,NO
2025-10-06T16:22:03Z,Big Timby,SELL,Raw karambwan,15,5820,120,388,NO
2025-10-06T16:21:05Z,Big Timby,SELL,Raw karambwan,10,3880,80,388,NO
2025-10-06T16:20:40Z,Big Timby,SELL,Raw karambwan,3,1164,24,388,NO
2025-10-06T16:20:20Z,Big Timby,SELL,Raw karambwan,1,388,8,388,NO
2025-10-06T16:20:13Z,Big Timby,SELL,Raw karambwan,1000,388000,8000,388,NO
2025-10-06T16:19:21Z,Big Timby,SELL,Raw karambwan,6,2328,48,388,NO
2025-10-06T16:19:16Z,Big Timby,SELL,Raw karambwan,19,7372,152,388,NO
2025-10-06T16:18:47Z,Big Timby,SELL,Raw karambwan,2000,776000,16000,388,NO
2025-10-06T16:18:21Z,Big Timby,SELL,Raw karambwan,1529,593252,12232,388,NO
2025-10-06T15:42:08Z,Big Timby,SELL,Uncut ruby,694,943146,19432,1359,NO
2025-10-05T04:16:23Z,Big Timby,SELL,Uncut emerald,389,198001,4279,509,NO
2025-10-05T04:13:07Z,Big Timby,SELL,Rune 2h sword,2,76004,1522,36741,NO
2025-10-05T04:13:00Z,Big Timby,SELL,Uncut diamond,36,89136,1800,2391,NO
2025-10-05T04:12:56Z,Big Timby,SELL,Uncut dragonstone,8,145488,2912,13856,NO
2025-10-05T04:12:34Z,Big Timby,SELL,Uncut sapphire,618,146466,3090,226,NO
2025-10-05T04:11:41Z,Big Timby,SELL,Battlestaff,133,1111215,22344,8355,YES
2025-10-05T04:11:41Z,Big Timby,SELL,Battlestaff,227,1896585,38136,8355,YES
2025-10-05T03:49:33Z,Big Timby,SELL,Awakener's orb,6,2380800,47616,396800,NO
2025-10-05T03:48:24Z,Big Timby,SELL,Verac's helm,1,129338,2587,129338,NO
2025-10-05T02:35:45Z,Big Timby,SELL,Onyx bolts (e),510,4433940,88740,8694,NO
2025-10-05T02:14:37Z,Big Timby,SELL,Uncut diamond,607,1564239,31564,2577,NO
2025-10-05T02:14:37Z,Big Timby,SELL,Adamantite ore,1746,1351404,27936,774,NO
2025-10-04T22:10:25Z,Big Timby,SELL,Coal,3660,724680,14640,198,NO
2025-10-04T22:07:57Z,Big Timby,SELL,Runite ore,256,2592512,51968,10127,NO
2025-10-04T22:07:30Z,Big Timby,SELL,Runite ore,25,253175,5075,10127,NO
2025-10-04T22:06:13Z,Big Timby,SELL,Runite ore,19,192413,3857,10127,NO
2025-10-04T21:41:32Z,Big Timby,SELL,Karil's leathertop,1,1008949,20179,1008949,NO
2025-10-04T18:20:41Z,Big Timby,SELL,Ahrim's robetop,1,2480558,49612,2480558,NO
2025-10-04T17:45:04Z,Big Timby,SELL,Ahrim's robeskirt,1,1982159,39644,1982159,NO
2025-10-04T16:55:23Z,Big Timby,SELL,Ahrim's hood,1,308331,6167,308331,NO
2025-10-04T16:34:46Z,Big Timby,BUY,Virtus mask,1,6785113,0,6915717,YES
2025-10-04T16:34:26Z,Big Timby,SELL,Karil's leatherskirt,1,544749,10895,544749,NO
2025-10-03T01:05:22Z,Big Timby,SELL,Ancient godsword,1,41218592,824372,41218592,YES
2025-10-02T20:46:20Z,Big Timby,BUY,Aether rune,909,564489,0,621,YES
2025-10-02T20:45:24Z,Big Timby,BUY,Aether rune,711,441531,0,621,YES
2025-10-02T20:39:57Z,Big Timby,BUY,Aether rune,1000,621000,0,621,YES
2025-10-02T20:39:03Z,Big Timby,BUY,Aether rune,1000,621000,0,621,YES
2025-10-02T20:20:01Z,Big Timby,BUY,Aether rune,380,235980,0,621,YES
2025-10-02T19:43:28Z,Big Timby,BUY,Aether rune,500,322500,0,662,YES
2025-10-02T17:39:51Z,Big Timby,BUY,Prayer regeneration potion(4),50,2179750,0,43595,YES
2025-10-01T21:23:25Z,Big Timby,BUY,Echo crystal,1,1427884,0,1451363,YES
2025-10-01T15:26:13Z,Big Timby,BUY,Prayer regeneration potion(4),500,22498500,0,45000,YES
2025-10-01T15:25:31Z,Big Timby,BUY,Goading potion(4),1,37005,0,37005,YES
2025-10-01T14:11:17Z,Big Timby,SELL,Dagannoth bones,181,2251459,45069,12439,NO
2025-10-01T14:11:17Z,Big Timby,SELL,Raw karambwan,4131,1631745,33048,395,NO
2025-10-01T13:09:07Z,Big Timby,SELL,Dagannoth bones,181,2251459,45069,12439,NO
2025-10-01T13:09:07Z,Big Timby,SELL,Raw karambwan,4131,1631745,33048,395,NO
2025-09-30T21:22:18Z,Big Timby,SELL,Raw karambwan,4091,1615945,32728,395,NO
2025-09-30T21:21:30Z,Big Timby,SELL,Raw karambwan,40,15800,320,395,NO
2025-09-30T20:46:04Z,Big Timby,SELL,Dagannoth bones,11,136829,2739,12439,NO
2025-09-30T20:33:07Z,Big Timby,BUY,Blue moon helm,1,720000,0,841970,YES
2025-09-30T20:31:46Z,Big Timby,SELL,Dragon platelegs,1,160968,3220,128775,NO
2025-09-30T20:31:44Z,Big Timby,SELL,Runite ore,20,203420,4080,8137,NO
2025-09-30T20:31:42Z,Big Timby,SELL,Blood rune,500,116500,2500,188,YES
2025-09-30T20:29:53Z,Big Timby,SELL,Dagannoth bones,170,2114630,42330,12439,NO
2025-09-30T20:28:55Z,Big Timby,BUY,Blue moon chestplate,1,1538843,0,1538843,YES
2025-09-30T20:28:46Z,Big Timby,BUY,Blue moon tassets,1,3790993,0,3897025,YES
2025-09-30T20:28:32Z,Big Timby,SELL,Red d'hide body,1,5755,116,4672,NO
2025-09-30T20:28:29Z,Big Timby,SELL,Adamant platebody,3,28053,564,7527,NO
2025-09-30T20:28:27Z,Big Timby,SELL,Rune platebody,3,114600,2292,30710,NO
2025-09-30T20:28:25Z,Big Timby,SELL,Water battlestaff,1,8900,178,7103,NO
2025-09-30T20:28:22Z,Big Timby,SELL,Palm tree seed,1,27802,557,21408,NO
2025-09-30T20:28:20Z,Big Timby,SELL,Monkfish,2,1038,22,452,YES
2025-09-30T20:28:19Z,Big Timby,SELL,Earth orb,135,71955,1485,427,YES
2025-09-30T20:28:17Z,Big Timby,SELL,Rune axe,1,7153,144,5712,NO
2025-09-30T20:28:15Z,Big Timby,SELL,Diamond,10,16300,330,1316,NO
2025-09-30T20:28:13Z,Big Timby,SELL,Crystal key,7,151823,3038,17528,NO
2025-09-30T20:26:32Z,Big Timby,SELL,Mahogany seed,3,3450,69,859,NO
2025-09-30T20:26:29Z,Big Timby,SELL,Snape grass,11,4389,88,336,YES
2025-09-30T20:26:28Z,Big Timby,SELL,Molten glass,200,22200,600,84,YES
2025-09-30T20:26:24Z,Big Timby,SELL,Awakener's orb,3,1145175,22905,317544,NO
2025-09-30T20:26:22Z,Big Timby,SELL,Dragon longsword,1,58942,1179,47380,NO
2025-09-30T20:26:19Z,Big Timby,SELL,Rune med helm,7,76265,1526,8716,NO
2025-09-30T20:26:17Z,Big Timby,SELL,Ensouled kalphite head,1,660,14,611,NO
2025-09-30T20:26:13Z,Big Timby,SELL,Red spiders' eggs,40,8120,200,156,YES
2025-09-30T20:26:00Z,Big Timby,SELL,Adamantite bar,2,3640,74,1470,NO
2025-09-30T20:25:58Z,Big Timby,SELL,Emerald,9,3312,72,300,NO
2025-09-30T20:25:56Z,Big Timby,SELL,Silver ore,38,2280,76,50,NO
2025-09-30T20:25:53Z,Big Timby,SELL,Bark,45,3195,90,36,NO
2025-09-30T20:25:51Z,Big Timby,SELL,Grimy tarromin,190,74174,1520,312,NO
2025-09-30T20:25:48Z,Big Timby,SELL,Cadantine seed,7,28532,574,3594,NO
2025-09-30T20:25:45Z,Big Timby,SELL,Avantoe seed,4,2960,60,590,NO
2025-09-30T20:25:43Z,Big Timby,SELL,Irit seed,2,174,4,84,NO
2025-09-30T20:25:41Z,Big Timby,SELL,Rune platelegs,5,190045,3805,30096,NO
2025-09-30T20:25:39Z,Big Timby,SELL,Raw shark,300,174900,3600,476,NO
2025-09-30T20:25:37Z,Big Timby,SELL,Dragonstone ring,1,11389,228,9112,NO
2025-09-30T20:25:34Z,Big Timby,SELL,Rune kiteshield,4,127672,2556,25547,NO
2025-09-30T20:25:32Z,Big Timby,SELL,Wine of zamorak,8,7664,160,783,YES
2025-09-30T20:25:30Z,Big Timby,SELL,Dragon javelin tips,198,171270,3564,685,NO
2025-09-30T20:25:28Z,Big Timby,SELL,Rune javelin tips,198,101772,2178,424,NO
2025-09-30T20:25:26Z,Big Timby,SELL,Ruby,73,57451,1168,640,NO
2025-09-30T20:25:25Z,Big Timby,SELL,Mithril arrow,1500,19500,1500,12,NO
2025-09-30T20:24:41Z,Big Timby,SELL,Rune battleaxe,7,170457,3416,19468,NO
2025-09-30T20:24:38Z,Big Timby,SELL,Earth talisman,188,82908,1692,369,NO
2025-09-30T20:24:36Z,Big Timby,SELL,Onyx bolt tips,98,791938,15876,6465,NO
2025-09-30T20:24:34Z,Big Timby,SELL,Rune chainbody,7,207900,4158,23522,NO
2025-09-30T20:24:29Z,Big Timby,SELL,Mithril bar,20,16600,340,680,YES
2025-09-30T20:24:27Z,Big Timby,SELL,Rune scimitar,2,29862,598,11945,NO
2025-09-30T20:24:25Z,Big Timby,SELL,Mystic air staff,6,150006,3006,20056,NO
2025-09-30T20:24:22Z,Big Timby,SELL,Grimy toadflax,85,253300,5100,2389,NO
2025-09-30T20:24:20Z,Big Timby,SELL,Iron knife,627,25080,627,36,NO
2025-09-30T20:24:17Z,Big Timby,SELL,Torstol seed,7,75131,1505,8178,NO
2025-09-30T20:24:14Z,Big Timby,SELL,Mahogany logs,6649,2420236,53192,300,NO
2025-09-30T20:24:11Z,Big Timby,SELL,Dragon dart tip,200,305200,6200,1260,NO
2025-09-30T20:24:01Z,Big Timby,SELL,Skeletal top,1,83633,1673,21384,NO
2025-09-30T20:23:59Z,Big Timby,SELL,Adamantite ore,376,286888,6016,600,NO
2025-09-30T20:23:50Z,Big Timby,SELL,Mithril ore,57,7581,171,107,NO
2025-09-30T20:23:48Z,Big Timby,SELL,Coal,1485,273240,5940,152,NO
2025-09-30T20:23:46Z,Big Timby,SELL,Yew logs,1380,288420,6900,168,NO
2025-09-30T20:23:43Z,Big Timby,SELL,Grimy torstol,65,253500,5070,3098,NO
2025-09-30T20:23:41Z,Big Timby,SELL,Grimy dwarf weed,248,710666,14384,2242,NO
2025-09-30T20:23:38Z,Big Timby,SELL,Grimy lantadyme,298,667520,13410,1804,NO
2025-09-30T20:23:34Z,Big Timby,SELL,Grimy cadantine,186,620310,12462,2623,NO
2025-09-30T20:23:32Z,Big Timby,SELL,Grimy avantoe,163,471559,9454,2313,NO
2025-09-30T20:23:29Z,Big Timby,SELL,Grimy kwuarm,298,966116,19370,2678,NO
2025-09-30T20:23:27Z,Big Timby,SELL,Grimy ranarr weed,104,787072,15808,6022,NO
2025-09-30T20:23:21Z,Big Timby,SELL,Battlestaff,120,978000,19560,7815,YES
2025-09-30T20:22:59Z,Big Timby,SELL,Grimy irit leaf,114,225720,4560,1570,NO
2025-09-30T20:22:57Z,Big Timby,SELL,Grimy guam leaf,1,306,7,250,NO
2025-09-30T20:22:53Z,Big Timby,SELL,Grimy harralander,173,137016,2768,644,NO
2025-09-30T20:11:23Z,Big Timby,SELL,Rune 2h sword,11,415844,8327,30301,NO
2025-09-30T20:11:20Z,Big Timby,SELL,Dragon bones,450,1109250,22500,2008,NO
2025-09-30T20:11:13Z,Big Timby,SELL,Red dragonhide,22,48070,968,1766,NO
2025-09-30T20:11:11Z,Big Timby,SELL,Grimy snapdragon,60,686760,13740,9282,YES
2025-09-30T20:11:07Z,Big Timby,SELL,Toadflax seed,15,16230,330,866,NO
2025-09-30T20:11:05Z,Big Timby,SELL,Hydra bones,35,296135,5950,6995,NO
2025-09-30T20:11:01Z,Big Timby,SELL,Dragonfruit tree seed,3,541425,10830,142736,NO
2025-09-30T20:10:55Z,Big Timby,SELL,Onyx bolts (e),202,1686700,33734,6770,NO
2025-09-30T20:10:53Z,Big Timby,SELL,Dragonstone bolts (e),637,294931,6370,353,NO
2025-09-30T20:10:48Z,Big Timby,SELL,Battlestaff,287,2360862,47355,8226,YES
2025-09-30T20:10:43Z,Big Timby,SELL,Archers ring,2,7165110,143304,2962423,NO
2025-09-30T20:10:40Z,Big Timby,SELL,Spined body,1,5866,118,4312,NO
2025-09-30T20:10:33Z,Big Timby,SELL,Rock-shell plate,2,77000,1540,31245,NO
2025-09-30T20:10:29Z,Big Timby,SELL,Rune full helm,8,162720,3256,16390,NO
2025-09-30T20:10:26Z,Big Timby,SELL,Snapdragon seed,15,1130760,22620,60308,YES
2025-09-30T20:10:24Z,Big Timby,SELL,Rune platebody,1,38100,762,30710,NO
2025-09-30T20:10:20Z,Big Timby,SELL,Gold ore,361,46930,1083,105,NO
2025-09-30T20:10:18Z,Big Timby,SELL,Coal,468,86112,1872,152,NO
2025-09-30T20:10:16Z,Big Timby,SELL,Raw shark,174,101790,2088,476,NO
2025-09-30T20:10:10Z,Big Timby,SELL,Runite ore,42,422940,8484,8137,NO
2025-09-30T20:10:07Z,Big Timby,SELL,Shark lure,370,72150,1480,168,NO
2025-09-30T20:10:01Z,Big Timby,SELL,Rune dagger,6,27300,546,3483,NO
2025-09-30T20:09:58Z,Big Timby,SELL,Mystic fire staff,3,74709,1497,20013,NO
2025-09-30T20:09:55Z,Big Timby,SELL,Uncut sapphire,34,7786,170,188,NO
2025-09-30T20:09:53Z,Big Timby,SELL,Uncut ruby,112,129920,2688,935,NO
2025-09-30T20:09:52Z,Big Timby,SELL,Uncut emerald,50,23550,500,389,NO
2025-09-30T20:09:50Z,Big Timby,SELL,Uncut diamond,216,537840,10800,1994,NO
2025-09-30T20:09:29Z,Big Timby,SELL,Uncut diamond,27,67230,1350,1895,NO
2025-09-30T20:09:26Z,Big Timby,SELL,Uncut ruby,58,67280,1392,935,NO
2025-09-30T20:09:22Z,Big Timby,SELL,Raw monkfish,251,97388,2008,374,NO
2025-09-29T23:44:39Z,Big Timby,BUY,Revenant ether,30000,5220000,0,174,NO
2025-09-29T17:14:06Z,Big Timby,SELL,Battlestaff,120,998760,20040,8323,YES
2025-09-29T15:59:35Z,Big Timby,BUY,Webweaver bow (u),1,18464431,0,18464431,YES
2025-09-28T23:58:04Z,Big Timby,BUY,Divine super combat potion(4),100,2216200,0,22162,YES
2025-09-28T20:36:59Z,Big Timby,BUY,Cooked moonlight antelope,639,1547658,0,2422,YES
2025-09-28T20:30:51Z,Big Timby,BUY,Cooked moonlight antelope,251,607922,0,2422,YES
2025-09-28T20:29:45Z,Big Timby,BUY,Cooked moonlight antelope,110,266420,0,2422,YES
2025-09-28T20:25:12Z,Big Timby,BUY,Cooked moonlight antelope,300,779700,0,2600,YES
2025-09-28T15:54:17Z,Big Timby,BUY,Sunfire splinters,1000,107000,0,107,NO
2025-09-28T15:54:04Z,Big Timby,BUY,Sunfire splinters,100,10700,0,142,NO
2025-09-28T15:50:29Z,Big Timby,BUY,Tonalztics of ralos (uncharged),1,37350000,0,37350000,YES
2025-09-28T15:42:40Z,Big Timby,BUY,Bolt of cloth,7,6300,0,1004,YES
2025-09-28T14:25:44Z,Big Timby,SELL,Dragon med helm,3,175797,3516,55507,NO
2025-09-28T14:25:39Z,Big Timby,SELL,Dragon med helm,1,58599,1172,55507,NO
2025-09-28T14:04:08Z,Big Timby,SELL,Zulrah's scales,11000,2530000,55000,230,YES
2025-09-28T14:00:33Z,Big Timby,SELL,Zulrah's scales,2000,460000,10000,230,YES
2025-09-28T12:02:49Z,Big Timby,SELL,Dragon knife(p++),1312,16144160,324064,12305,YES
2025-09-27T21:26:32Z,Big Timby,SELL,Raw karambwan,7582,3131366,68238,413,NO
2025-09-27T21:16:54Z,Big Timby,SELL,Raw karambwan,148,61124,1332,413,NO
